"lat","long","Sample_depth_min_cm","Sample_depth_max_cm","Sea_Depth_meters_NOAA","Sea_Depth_meters","sample_type","Diff_Buckley_NOAA","Ocean","OBD_IRN","OBD_IRN_extra_info"
5.91667,80.13333,"tow","tow",-70,"50","tow",NA,"Indian ocean near coast",18584,"136 specs|BM.1968,O435(2), 5 U, Oceanographer, 03/07/1967, 5 55  N; 80 8  E; Eastern Indian Ocean"
5.91667,80.11667,"tow","tow",-70,"50","tow",NA,"Indian ocean near coast",18583,"163 specs|BM.1968,O435(1), 5B, Oceanographer, 03/07/1967, 5 55  N; 80 7  E; Eastern Indian Ocean, Icita Net"
6.86667,77.71667,"tow","tow",-2284,"50","tow",NA,"Indian ocean near coast",18582,"366 (Stn 4B), 230 (Stn 4U) specs|BM.1968,O434, 4 B and 4 U, Oceanographer, 03/07/1967, 6 52  N; 77 43  E; Eastern Indian Ocean, Icita net"
7.516667,96.183333,"tow","tow",-806,"0-164","tow",NA,"Indian ocean/Andaman sea",18716,"|BM.1970,O64, 16, RV Anton Bruun, 20/03/1963, 7 31  N; 96 11  E; Eastern Indian Ocean, Plankton tow"
8.18333,75.21667,"tow","tow",-2472,"50","tow",NA,"Indian ocean",18581,"(3B) 470; (3U) 512 specs|BM.1968,O433, 3B, 3U, Oceanographer, 01/07/1967, 8 11  N; 75 13  E; Western Indian Ocean, Icita net"
9.55,-48.26667,"tow","tow",-4756,"< 100","tow",NA,"Atlantic ocean",18574,"50 specs|BM.1968,O426, A-14, Bertioga, 1963, 9 33  N; 48 16  W; Western Central Atlantic Ocean, Oblique tow above thermocline,less than 100m"
10.483,-17.483,"tow","tow",-621,"< 100","tow",NA,"Indian ocean near coast",18570,"25 specs|BM.1968,O422, 106, Explorer, 04/04/1963, 10 29  N; 17 29  W; Eastern Central Atlantic Ocean, Oblique tow above the thermocline , less than 100 m"
12.31667,73.21667,"tow","tow",-2236,"50","tow",NA,"Indian ocean",18580,"83 specs|BM.1968,O432, 2 B, Oceanographer, 30/06/1967, 12 19  N; 73 13  E; Western Indian Ocean, Icita net"
13.13333,86.2,"tow","tow",-3151,"0-250","tow",NA,"Indian ocean, Bay of Bengal",18717,"|BM.1970,O65, 97, RV Anton Bruun, 01/05/1963, 13 8  N; 86 12  E; Eastern Indian Ocean, Plankton tow"
13.59667,70.83333,"tow","tow",-2809,"0-200","tow",NA,"Indian ocean",NA,NA
13.93,70.833,"tow","tow",-2503,"0-200","tow",NA,"Indian ocean/Arabian sea",NA,NA
14.30833,72.73667,"tow","tow",-2016,"0-150","tow",NA,"Indian ocean near coast",NA,NA
16.90333,69.73333,"tow","tow",-3622,"0-200","tow",NA,"Indian ocean",NA,NA
17.3,72.13333,"tow","tow",-123,"50","tow",NA,"Indian ocean near coast",18579,"(Stn 1B: 239 specs (aliquot 1/64), Stn 1U: 125 spec, aliquot 1/128)|BM.1968,O431, 1B and 1U, Oceanographer, 26/06/1967, 17 18  N; 72 8  E; Western Indian Ocean"
23.15,62.88333,"tow","tow",-2775,"0-200","tow",NA,"Indian ocean near coast",NA,NA
34.75,-157.66667,"tow","tow",-5962,"0-164","tow",NA,"Pacific ocean",16374,"1 sld|BM.1963,375, 108, RV Spencer Baird, 02/11/1953, 34 45  N; 157 40  W; Eastern Central Pacific Ocean, Oblique tow"
35.66667,-160.71667,"tow","tow",-5923,"0-85","tow",NA,"Pacific ocean",16375,"1 sld|BM.1963,376, 110, RV Spencer F. Baird, 03/11/1953, 35 40  N; 160 43  W; Eastern Central Pacific Ocean, Oblique tow"
36.58333,-163.76667,"tow","tow",-5450,"0-135","tow",NA,"Pacific ocean",16376,"1 sld|BM.1963,377, 112 A, RV Spencer Baird, 36 35  N; 163 46  W; Eastern Central Pacific Ocean, Oblique tow"
40.1,-71.05,"tow","tow",-157,"0-200","tow",NA,"Atlantic ocean near coast",NA,NA
45.1,-170.13333,"tow","tow",-6359,"0-143","tow",NA,"Pacific ocean",16373,"1 sld|BM.1963,374, 51, RV Spencer F. Baird, 07/09/1953, 45 6  N; 170 8  W; Eastern Central Pacific Ocean, Oblique tow"
52.48333,-176.15,"tow","tow",-3388,"0-143","tow",NA,"Pacific ocean Artic",16372,"1 sld|BM.1963,373, 32, RV Spencer F. Baird, 09/08/1953, 52 29  N; 176 9  W; Western Central Pacific Ocean, Oblique tow"
53.25,-161.91667,"tow","tow",-6659,"0-143","tow",NA,"Pacific ocean Artic",16371,"1 sld|BM.1963,372, 24, 09/08/1953, 53 15  N; 161 55  W; Northeast Pacific Ocean, Oblique tow"
